FULLPOLICY_NB,POLICYEFFECTIVE_DT,ACCOUNTING_MONTH,INSUREDITEM_TP,POLICYRATEDSTATE_TP,RATEDCOUNTY_TP,ZIP,HAZARD_SCORE,INTEGRATEDCOVERAGE_TP,PROPERTYCOVERAGESUBTYPE_TP,CONSTRUCTION_TP,ROOF_TP,DWELLINGSQUAREFEET_CT,DWELLINGSTORY_CT,HOME_AGE_YR,HAS_MORTGAGE,RATEDINSUREDAGE_CT,MERITPOINT_CT,CREDITMODEL_CD,AGENT_CHANNEL,DIRECTWRITTENPREMIUM_AM,EARNEDPREMIUM_AM,TAX_AM,COMMISSION_EXPENSE_AM,ADMIN_EXPENSE_AM,PPCVRGLIMIT_AM,GROSSLOSSPAIO_AM,CLAIMCOUNT_CT,EARNEDEXPOSURE_CT,WRITENEXPOSURE_CT,POLICYTERM_CT,SEASONAL_IN,MULTIPRODUCTDISCOUNT_FLAG,DelequencyFlag,DiscountRate,New_Existing_Recurring_Flag,NETLOSS_PAID_AM,POLICY_RENEWED_FLAG
HA00015207,2024-10-10,2024-10,18,48,1007,75201,0.2,HO3,2511,1,1,2092,2,25,True,38,8,INTRNL06,Independent,1773.31,1640.31,79.8,266.0,103.2,519603.7,0.0,0,0.4986,0.5,6,False,True,False,0.0641,New,0.0,True
HA00015208,2025-10-02,2025-10,18,18,1400,61401,0.77,HO3,2511,1,5,2020,2,79,False,35,8,INTRNL06,Independent,1838.64,1700.74,82.74,275.8,105.16,194743.92,0.0,0,1.0,1.0,12,False,False,False,0.1468,Recurring,0.0,True
HA00015209,2025-08-20,2025-08,18,18,1490,61101,0.14,HO3,2511,1,2,2249,1,31,True,51,2,INTRNL06,Captive,2405.56,2225.14,108.25,240.56,122.17,589058.57,0.0,0,0.4986,0.5,6,False,False,False,0.0414,Existing,0.0,True
HA00015210,2023-09-07,2023-09,18,18,405,60602,0.29,HO3,2537,4,2,1546,1,52,True,44,9,INTRNL06,Independent,927.33,857.78,41.73,139.1,77.82,376504.7,0.0,0,0.4986,0.5,6,False,True,False,0.0742,Existing,0.0,True
HA00015211,2022-09-02,2022-09,18,12,1116,32084,0.04,HO3,2500,1,1,3621,2,26,True,45,2,INTRNL06,Captive,4861.78,4497.15,218.78,486.18,195.85,434520.0,0.0,0,1.0,1.0,12,False,True,False,0.0369,New,0.0,True
HA00015212,2024-01-27,2024-01,18,12,574,32205,0.5,HO3,2537,2,3,2599,2,54,False,61,10,ASSIST03,Direct,3122.08,2887.92,140.49,249.77,143.66,522405.09,0.0,0,1.0,1.0,12,False,False,False,0.0048,New,0.0,True
HA00015213,2024-04-03,2024-04,19,12,191,32003,0.16,HO6,2500,1,2,1945,2,44,False,63,9,ASSIST03,Captive,1166.57,1079.08,52.5,116.66,85.0,358640.41,13549.23,1,1.0,1.0,12,False,False,False,0.0387,Existing,8549.23,True
HA00015214,2024-02-19,2024-02,19,06,1859,91301,0.24,HO6,2511,1,3,2450,1,37,True,42,2,INTRNL06,Independent,2802.79,2592.58,126.13,420.42,134.08,652875.71,0.0,0,1.0,1.0,12,False,False,False,0.044,Existing,0.0,True
HA00015215,2024-01-02,2024-01,20,18,107,60901,0.37,HO2,2511,1,1,1941,1,39,False,46,2,ASSIST03,Independent,1835.66,1697.99,82.6,275.35,105.07,172539.12,0.0,0,0.4986,0.5,6,False,True,False,0.1181,Recurring,0.0,True
HA00015216,2025-12-06,2025-12,19,18,599,60637,0.28,HO6,2500,1,1,2321,2,34,True,50,9,INTRNL06,Independent,1563.56,1446.29,70.36,234.53,96.91,402900.47,0.0,0,0.4986,0.5,6,False,False,False,0.012,New,0.0,True
HA00015217,2024-05-27,2024-05,18,48,649,77380,0.46,HO3,2511,1,3,2299,1,33,True,23,10,ASSIST03,Independent,2559.8,2367.82,115.19,383.97,126.79,563454.97,0.0,0,1.0,1.0,12,False,False,False,0.0653,Existing,0.0,True
HA00015218,2025-05-25,2025-05,19,18,886,61265,0.9,HO6,2511,2,3,1004,1,32,True,55,9,INTRNL06,Captive,2038.54,1885.65,91.73,203.85,111.16,567044.83,0.0,0,1.0,1.0,12,False,True,False,0.0834,Existing,0.0,True
HA00015219,2023-05-31,2023-05,19,06,311,92101,0.45,HO6,2511,2,1,3518,1,10,True,42,9,INTRNL06,Independent,3919.69,3625.71,176.39,587.95,167.59,744146.15,0.0,0,1.0,1.0,12,False,False,False,0.0013,New,0.0,True
HA00015220,2023-04-19,2023-04,18,12,1030,32901,0.78,HO3,2511,2,2,2278,2,30,True,28,7,ASSIST03,Independent,1943.79,1798.01,87.47,291.57,108.31,549673.0,6160.06,1,1.0,1.0,12,False,True,True,0.0797,Existing,1160.06,True
HA00015221,2022-02-05,2022-02,18,12,1199,33401,0.84,HO3,2500,1,1,3394,1,42,True,34,2,ASSIST01,Independent,4145.02,3834.14,186.53,621.75,174.35,500629.55,11933.75,1,1.0,1.0,12,False,False,False,0.0375,Existing,9433.75,True
HA00015222,2025-04-16,2025-04,18,12,604,33701,0.96,HO3,2511,1,2,1510,1,17,True,50,8,INTRNL06,Independent,1747.11,1616.08,78.62,262.07,102.41,824549.43,2848.79,1,0.4986,0.5,6,False,False,False,0.0519,Existing,1848.79,True
HA00015223,2025-11-11,2025-11,18,48,131,76101,0.23,HO3,2537,4,2,1879,1,37,True,40,9,ASSIST03,Independent,2381.06,2202.48,107.15,357.16,121.43,958731.96,0.0,0,1.0,1.0,12,False,False,False,0.1135,Recurring,0.0,True
HA00015224,2024-11-06,2024-11,18,36,141,10007,0.83,HO3,2500,1,1,2200,1,27,True,47,9,INTRNL06,Independent,2954.85,2733.24,132.97,443.23,138.65,264000.0,0.0,0,0.4986,0.5,6,False,True,False,0.1226,Recurring,0.0,False
HA00015225,2024-04-09,2024-04,18,48,160,77019,0.45,HO3,2500,4,1,2183,1,37,True,39,6,INTRNL06,Independent,1665.32,1540.42,74.94,249.8,99.96,573900.72,0.0,0,1.0,1.0,12,True,False,False,0.1435,Recurring,0.0,False
HA00015226,2024-12-07,2024-12,18,06,419,93101,0.24,HO3,2500,2,1,2373,1,14,True,55,3,ASSIST01,Direct,3507.37,3244.32,157.83,280.59,155.22,571524.87,0.0,0,1.0,1.0,12,False,True,False,0.0703,New,0.0,True
HA00015227,2024-12-21,2024-12,18,06,427,91201,0.18,HO3,2511,2,5,2449,2,38,False,55,9,INTRNL06,Captive,2490.48,2303.69,112.07,249.05,124.71,655530.83,0.0,0,0.4986,0.5,6,False,False,False,0.0502,Existing,0.0,True
HA00015228,2024-12-28,2024-12,19,36,1063,10019,0.8,HO6,2511,1,3,1940,2,8,True,42,8,ASSIST03,Independent,1021.73,945.1,45.98,153.26,80.65,502434.64,0.0,0,1.0,1.0,12,False,False,False,0.1307,Recurring,0.0,True
HA00015229,2023-01-01,2023-01,19,48,1444,77840,0.34,HO6,2500,1,1,1895,2,87,False,31,2,ASSIST03,Captive,1434.92,1327.3,64.57,143.49,93.05,595148.03,107294.13,2,0.4986,0.5,6,False,False,True,0.0062,New,102294.13,True
HA00015230,2025-03-31,2025-03,18,48,650,77845,0.39,HO3,2511,1,1,3401,2,36,True,60,9,INTRNL06,Independent,2902.58,2684.89,130.62,435.39,137.08,540283.68,0.0,0,1.0,1.0,12,False,False,False,0.0239,New,0.0,False
HA00015231,2024-08-02,2024-08,20,06,1358,91101,0.11,HO2,2511,1,1,2954,1,52,True,35,8,ASSIST03,Captive,2596.05,2401.35,116.82,259.6,127.88,497372.76,0.0,0,0.4986,0.5,6,False,False,False,0.0123,New,0.0,True
HA00015232,2024-09-02,2024-09,18,06,639,93101,0.43,HO3,2537,1,1,2193,1,16,False,61,3,ASSIST03,Independent,1879.05,1738.12,84.56,281.86,106.37,588244.11,0.0,0,0.4986,0.5,6,False,True,False,0.1316,Recurring,0.0,True
HA00015233,2023-03-07,2023-03,18,06,1010,95816,0.24,HO3,2500,2,2,1992,1,11,True,69,9,ASSIST03,Independent,2164.38,2002.05,97.4,324.66,114.93,622777.79,0.0,0,1.0,1.0,12,False,False,False,0.0035,New,0.0,True
HA00015234,2024-05-08,2024-05,18,12,400,33701,0.64,HO3,2500,2,1,2233,2,13,True,39,9,INTRNL06,Captive,2230.99,2063.67,100.39,223.1,116.93,365097.49,0.0,0,1.0,1.0,12,False,True,False,0.1722,Recurring,0.0,True
HA00015235,2022-08-18,2022-08,7,12,1559,32205,0.36,MHO,2511,1,1,1852,2,27,True,50,9,INTRNL06,Independent,1998.73,1848.83,89.94,299.81,109.96,417376.9,0.0,0,0.4986,0.5,6,False,True,False,0.1403,Recurring,0.0,True
HA00015236,2023-01-05,2023-01,18,12,942,33629,0.02,HO3,2511,1,2,2111,1,51,True,61,2,INTRNL06,Independent,2139.23,1978.79,96.27,320.88,114.18,340100.3,0.0,0,0.4986,0.5,6,False,False,False,0.0596,Existing,0.0,True
HA00015237,2022-06-27,2022-06,18,12,530,33060,0.73,HO3,2511,1,1,2134,2,1,False,63,2,ASSIST03,Captive,2482.43,2296.25,111.71,248.24,124.47,386015.2,317.17,1,0.4986,0.5,6,False,False,False,0.108,Recurring,0.0,True
HA00015238,2025-12-04,2025-12,19,06,903,91301,0.53,HO6,2500,1,1,2122,1,50,True,56,9,ASSIST01,Direct,1437.38,1329.58,64.68,114.99,93.12,254640.0,0.0,0,1.0,1.0,12,True,False,False,0.0518,Existing,0.0,True
HA00015239,2023-07-22,2023-07,18,48,1014,78201,0.11,HO3,2511,2,1,1782,2,33,True,45,9,INTRNL06,Independent,1285.72,1189.29,57.86,192.86,88.57,416927.57,0.0,0,1.0,1.0,12,True,True,False,0.0921,Existing,0.0,False
HA00015240,2025-07-17,2025-07,18,36,1022,10950,0.51,HO3,2511,2,1,2505,1,38,False,38,9,ASSIST03,Independent,2711.95,2508.55,122.04,406.79,131.36,694995.84,0.0,0,0.4986,0.5,6,False,True,True,0.1784,Recurring,0.0,True
HA00015241,2025-05-14,2025-05,18,36,879,10701,0.02,HO3,2500,1,1,1330,1,30,False,58,9,INTRNL06,Independent,1301.35,1203.75,58.56,195.2,89.04,873000.55,0.0,0,1.0,1.0,12,False,True,False,0.0777,New,0.0,True
HA00015242,2024-03-03,2024-03,18,48,794,77019,0.06,HO3,2500,1,1,2305,2,24,True,49,9,ASSIST03,Direct,1873.1,1732.62,84.29,149.85,106.19,399833.02,0.0,0,1.0,1.0,12,False,False,False,0.0332,New,0.0,True
HA00015243,2024-06-18,2024-06,18,12,1134,33980,0.62,HO3,2511,1,1,3415,2,47,True,59,10,ASSIST03,Independent,4716.43,4362.7,212.24,707.46,191.49,409800.0,0.0,0,0.4986,0.5,6,False,False,False,0.0227,New,0.0,True
HA00015244,2024-09-01,2024-09,19,06,213,95814,0.83,HO6,2537,1,1,2803,1,45,True,21,2,ASSIST03,Direct,1807.0,1671.48,81.32,144.56,104.21,508282.75,13874.23,1,1.0,1.0,12,False,False,True,0.0213,New,8874.23,True
HA00015245,2022-03-23,2022-03,18,36,1974,10001,0.63,HO3,2500,6,1,2825,2,36,True,45,1,ASSIST03,Captive,2763.66,2556.39,124.36,276.37,132.91,1079470.33,8427.44,1,1.0,1.0,12,False,False,False,0.0736,Existing,3427.44,False
HA00015246,2024-04-25,2024-04,18,12,1930,33701,0.05,HO3,2511,4,1,2701,2,32,True,44,3,ASSIST01,Captive,2650.98,2452.16,119.29,265.1,129.53,593726.32,0.0,0,1.0,1.0,12,False,True,False,0.0995,Existing,0.0,True
HA00015247,2024-02-01,2024-02,7,48,100,77494,0.6,MHO,2511,2,3,1708,2,1,True,57,9,INTRNL06,Direct,3390.89,3136.57,152.59,271.27,151.73,572920.76,0.0,0,1.0,1.0,12,False,False,False,0.0243,New,0.0,True
HA00015248,2025-05-01,2025-05,18,12,1942,33125,0.87,HO3,2500,4,1,1975,2,50,True,50,9,ASSIST03,Independent,1957.5,1810.69,88.09,293.62,108.72,695678.29,0.0,0,0.4986,0.5,6,True,False,False,0.0436,Existing,0.0,True
HA00015249,2023-09-10,2023-09,18,06,1133,94601,0.19,HO3,2511,1,1,2959,1,8,False,44,9,ASSIST03,Captive,4201.66,3886.54,189.07,420.17,176.05,444146.6,0.0,0,1.0,1.0,12,False,True,False,0.0702,New,0.0,True
HA00015250,2025-04-27,2025-04,7,48,1981,78201,0.34,MHO,2500,2,1,2895,2,31,True,38,9,INTRNL06,Captive,2715.56,2511.89,122.2,271.56,131.47,520782.63,0.0,0,1.0,1.0,12,False,False,False,0.0216,New,0.0,True
HA00015251,2025-07-23,2025-07,18,12,706,33139,0.95,HO3,2537,1,2,1910,1,24,False,57,2,INTRNL06,Captive,2179.21,2015.77,98.06,217.92,115.38,567066.04,4405.68,1,1.0,1.0,12,False,False,False,0.0827,Recurring,3405.68,True
HA00015252,2025-01-02,2025-01,18,48,528,78702,0.34,HO3,2511,1,2,1524,1,26,False,49,9,ASSIST03,Direct,1480.53,1369.49,66.62,118.44,94.42,448680.12,0.0,0,1.0,1.0,12,False,False,False,0.0301,Existing,0.0,True
HA00015253,2024-10-30,2024-10,18,48,433,77001,0.07,HO3,2500,1,5,2528,1,1,True,39,9,INTRNL06,Independent,2905.29,2687.39,130.74,435.79,137.16,388239.58,0.0,0,1.0,1.0,12,False,True,False,0.1441,Recurring,0.0,True
HA00015254,2022-08-04,2022-08,18,48,1045,75202,0.46,HO3,2500,1,3,1750,1,47,True,37,9,ASSIST01,Captive,2661.12,2461.54,119.75,266.11,129.83,466618.19,0.0,0,1.0,1.0,12,False,False,False,0.1269,Recurring,0.0,False
HA00015255,2022-10-17,2022-10,7,36,1415,11901,0.25,MHO,2537,1,2,1623,1,24,False,68,8,INTRNL06,Captive,1884.24,1742.92,84.79,188.42,106.53,559282.97,0.0,0,1.0,1.0,12,False,False,False,0.0975,Recurring,0.0,True
HA00015256,2023-03-21,2023-03,18,48,1241,78701,0.05,HO3,2537,6,3,992,1,47,False,59,9,ASSIST01,Independent,1216.18,1124.97,54.73,182.43,86.49,874906.48,0.0,0,1.0,1.0,12,False,True,False,0.1336,Recurring,0.0,False
HA00015257,2024-07-11,2024-07,7,12,935,33101,0.83,MHO,2537,1,1,2290,2,24,False,68,9,INTRNL06,Captive,974.92,901.8,43.87,97.49,79.25,770397.17,0.0,0,0.4986,0.5,6,False,False,False,0.0444,Existing,0.0,False
HA00015258,2023-07-06,2023-07,19,26,438,49001,0.14,HO6,2500,1,1,2609,1,27,False,32,2,ASSIST01,Captive,1895.24,1753.1,85.29,189.52,106.86,212224.58,0.0,0,1.0,1.0,12,False,True,False,0.0545,New,0.0,True
HA00015259,2022-07-12,2022-07,19,36,1237,11530,0.11,HO6,2511,2,2,1776,2,55,True,39,8,INTRNL06,Independent,2448.36,2264.73,110.18,367.25,123.45,1240377.87,0.0,0,1.0,1.0,12,False,False,False,0.0053,New,0.0,True
HA00015260,2022-10-16,2022-10,18,12,839,32003,0.61,HO3,2537,1,1,4084,2,6,True,48,5,INTRNL06,Captive,3803.29,3518.04,171.15,380.33,164.1,490080.0,0.0,0,1.0,1.0,12,False,False,False,0.0742,Existing,0.0,True
HA00015261,2023-08-06,2023-08,18,48,769,77845,0.06,HO3,2511,4,3,2044,1,69,False,53,3,INTRNL06,Direct,1887.57,1746.0,84.94,151.01,106.63,384304.82,0.0,0,1.0,1.0,12,False,False,False,0.1446,Recurring,0.0,True
HA00015262,2025-03-13,2025-03,18,48,1289,78702,0.88,HO3,2500,1,1,2740,1,28,False,48,10,INTRNL06,Independent,2423.13,2241.4,109.04,363.47,122.69,656678.5,0.0,0,1.0,1.0,12,False,False,False,0.0367,Existing,0.0,False
HA00015263,2025-11-13,2025-11,18,18,1533,60510,0.33,HO3,2500,1,5,3522,2,46,False,61,2,ASSIST01,Independent,4556.65,4214.9,205.05,683.5,186.7,132329.52,0.0,0,0.4986,0.5,6,False,False,False,0.0617,Existing,0.0,True
HA00015264,2025-12-01,2025-12,18,18,376,60614,0.21,HO3,2537,2,1,2744,2,50,True,45,9,ASSIST01,Independent,3127.39,2892.84,140.73,469.11,143.82,613168.2,0.0,0,0.4986,0.5,6,False,False,False,0.1412,Recurring,0.0,True
HA00015265,2025-10-25,2025-10,19,12,215,33705,0.99,HO6,2537,4,5,2178,2,1,True,54,8,INTRNL06,Direct,2572.8,2379.84,115.78,205.82,127.18,592162.27,1097.58,1,1.0,1.0,12,False,False,False,0.0814,Recurring,97.58,True
HA00015266,2024-05-06,2024-05,19,36,566,11530,0.55,HO6,2511,1,5,1908,1,41,True,59,6,INTRNL06,Independent,1592.89,1473.42,71.68,238.93,97.79,415633.45,0.0,0,1.0,1.0,12,False,True,False,0.112,Existing,0.0,True
HA00015267,2024-02-20,2024-02,18,48,687,75063,0.63,HO3,2511,6,3,2359,1,29,False,47,8,INTRNL06,Independent,5006.24,4630.77,225.28,750.94,200.19,744985.65,0.0,0,0.4986,0.5,6,False,True,False,0.0325,New,0.0,True
HA00015268,2024-06-14,2024-06,18,36,1760,12203,0.2,HO3,2500,1,1,2723,1,30,False,70,9,ASSIST03,Independent,2364.65,2187.3,106.41,354.7,120.94,336467.6,0.0,0,0.4986,0.5,6,False,True,False,0.1309,Recurring,0.0,True
HA00015269,2024-07-08,2024-07,18,48,1278,75202,0.25,HO3,2537,1,1,963,1,36,True,34,9,ASSIST01,Independent,664.12,614.31,29.89,99.62,69.92,435421.66,0.0,0,0.4986,0.5,6,True,False,False,0.0342,New,0.0,False
HA00015270,2023-07-18,2023-07,18,48,710,78202,0.66,HO3,2511,1,1,3162,1,16,False,61,7,ASSIST03,Independent,3311.3,3062.95,149.01,496.7,149.34,446272.42,0.0,0,1.0,1.0,12,False,True,False,0.0491,New,0.0,False
HA00015271,2022-01-13,2022-01,19,12,1237,32901,0.38,HO6,2500,1,1,2069,2,1,True,23,2,INTRNL06,Independent,2025.61,1873.69,91.15,303.84,110.77,721411.64,1245.01,1,1.0,1.0,12,False,False,False,0.0537,Existing,245.01,True
HA00015272,2024-09-13,2024-09,7,36,175,10007,0.04,MHO,2511,6,1,2937,3,34,False,33,9,INTRNL06,Independent,3613.76,3342.73,162.62,542.06,158.41,488819.24,0.0,0,1.0,1.0,12,False,False,False,0.0693,Existing,0.0,True
HA00015273,2022-12-06,2022-12,18,12,1322,34201,0.52,HO3,2537,1,1,3317,1,17,False,35,9,ASSIST03,Independent,2985.87,2761.93,134.36,447.88,139.58,321325.72,0.0,0,1.0,1.0,12,False,False,False,0.0794,Existing,0.0,True
HA00015274,2024-05-14,2024-05,18,36,1036,11720,0.78,HO3,2511,2,1,2472,2,58,False,27,3,INTRNL06,Captive,3107.63,2874.56,139.84,310.76,143.23,578872.51,0.0,0,1.0,1.0,12,False,False,False,0.0099,New,0.0,True
HA00015275,2022-11-08,2022-11,7,18,1324,62220,0.42,MHO,2511,1,1,1599,3,13,False,56,8,INTRNL06,Independent,1574.89,1456.77,70.87,236.23,97.25,603880.59,0.0,0,0.4986,0.5,6,False,True,False,0.0598,New,0.0,True
HA00015276,2024-01-03,2024-01,18,48,1499,77380,0.72,HO3,2511,6,1,2667,2,34,False,35,2,INTRNL06,Independent,2872.65,2657.2,129.27,430.9,136.18,683049.44,0.0,0,1.0,1.0,12,False,False,False,0.0458,Existing,0.0,True
HA00015277,2025-02-01,2025-02,19,48,285,78701,0.0,HO6,2511,4,2,1464,1,42,True,34,7,INTRNL06,Independent,1445.52,1337.11,65.05,216.83,93.37,360234.0,0.0,0,1.0,1.0,12,False,True,False,0.036,New,0.0,False
HA00015278,2022-12-05,2022-12,18,26,1460,48104,0.87,HO3,2500,1,1,2004,3,47,False,57,9,ASSIST03,Direct,2248.87,2080.2,101.2,179.91,117.47,416288.81,0.0,0,0.4986,0.5,6,True,True,False,0.084,Existing,0.0,True
HA00015279,2025-05-06,2025-05,18,12,817,33139,0.21,HO3,2511,1,2,2645,1,35,False,51,10,INTRNL06,Independent,2415.25,2234.11,108.69,362.29,122.46,336391.9,0.0,0,0.4986,0.5,6,False,False,False,0.0397,New,0.0,True
HA00015280,2022-10-27,2022-10,18,36,132,14201,0.11,HO3,2511,2,1,1420,2,45,False,49,9,ASSIST03,Independent,1552.7,1436.25,69.87,232.9,96.58,332344.0,0.0,0,1.0,1.0,12,False,True,True,0.087,Existing,0.0,True
HA00015281,2022-12-25,2022-12,19,06,478,90401,0.47,HO6,2500,1,1,2551,1,13,True,38,2,ASSIST03,Captive,2538.08,2347.72,114.21,253.81,126.14,503647.97,0.0,0,1.0,1.0,12,False,True,False,0.0825,Existing,0.0,False
HA00015282,2025-10-23,2025-10,18,48,878,79902,0.08,HO3,2537,1,3,2360,1,33,False,34,9,ASSIST01,Direct,1835.26,1697.62,82.59,146.82,105.06,303038.92,0.0,0,0.4986,0.5,6,False,True,False,0.0364,New,0.0,False
HA00015283,2022-06-18,2022-06,20,26,761,48301,0.44,HO2,2511,4,5,2938,1,10,True,42,9,INTRNL06,Captive,3795.96,3511.26,170.82,379.6,163.88,540592.0,0.0,0,0.4986,0.5,6,False,False,False,0.0302,Existing,0.0,True
HA00015284,2025-03-18,2025-03,20,48,1402,77380,0.08,HO2,2511,4,1,1906,1,13,False,66,9,INTRNL06,Captive,2686.46,2484.98,120.89,268.65,130.59,528262.81,0.0,0,1.0,1.0,12,False,False,False,0.0328,New,0.0,False
HA00015285,2024-01-31,2024-01,18,48,1724,77002,0.44,HO3,2511,6,1,1808,3,44,True,21,6,ASSIST03,Independent,2098.27,1940.9,94.42,314.74,112.95,763759.84,0.0,0,1.0,1.0,12,False,False,True,0.055,Existing,0.0,True
HA00015286,2024-02-07,2024-02,20,48,1117,78702,0.61,HO2,2511,2,1,2945,1,43,False,72,2,ASSIST03,Direct,3447.85,3189.26,155.15,275.83,153.44,235586.94,0.0,0,1.0,1.0,12,False,False,True,0.009,New,0.0,True
HA00015287,2024-09-08,2024-09,18,12,1593,33101,0.86,HO3,2511,6,1,1496,1,18,False,46,9,INTRNL06,Direct,2654.99,2455.87,119.47,212.4,129.65,701905.66,3161.42,1,0.4986,0.5,6,False,True,False,0.0575,New,2161.42,True
HA00015288,2022-02-11,2022-02,19,12,776,33602,0.33,HO6,2500,1,2,1755,2,71,True,37,9,INTRNL06,Independent,1951.95,1805.55,87.84,292.79,108.56,686220.73,0.0,0,1.0,1.0,12,False,True,False,0.0483,New,0.0,True
HA00015289,2022-07-21,2022-07,7,06,1813,92037,0.16,MHO,2511,1,3,2137,1,52,False,55,9,INTRNL06,Independent,1976.41,1828.18,88.94,296.46,109.29,315808.1,0.0,0,1.0,1.0,12,False,False,False,0.0047,New,0.0,True
HA00015290,2024-08-27,2024-08,19,12,304,33301,0.72,HO6,2511,1,1,2371,2,38,True,34,8,INTRNL06,Independent,2271.94,2101.54,102.24,340.79,118.16,745406.62,9503.57,1,1.0,1.0,12,True,False,False,0.0743,Existing,8503.57,True
HA00015291,2025-06-21,2025-06,19,12,314,33301,0.75,HO6,2500,1,1,3130,1,12,True,31,9,ASSIST03,Direct,3014.67,2788.57,135.66,241.17,140.44,385223.55,0.0,0,1.0,1.0,12,False,False,False,0.1226,Recurring,0.0,False
HA00015292,2023-04-09,2023-04,18,48,286,79902,0.5,HO3,2500,1,3,1664,1,25,False,61,9,ASSIST03,Independent,1347.58,1246.51,60.64,202.14,90.43,558987.75,0.0,0,1.0,1.0,12,False,True,True,0.1599,Recurring,0.0,True
HA00015293,2023-03-25,2023-03,18,36,308,10583,0.02,HO3,2511,6,3,1632,2,30,False,78,2,ASSIST01,Direct,1745.06,1614.18,78.53,139.6,102.35,390243.71,0.0,0,1.0,1.0,12,False,False,False,0.1112,Recurring,0.0,True
HA00015294,2024-07-01,2024-07,18,18,1367,60637,0.35,HO3,2500,1,2,2287,2,29,False,66,2,INTRNL06,Independent,1938.12,1792.76,87.22,290.72,108.14,405312.99,0.0,0,1.0,1.0,12,False,False,False,0.049,Existing,0.0,True
HA00015295,2024-03-08,2024-03,18,12,728,32003,0.72,HO3,2511,2,3,2422,1,28,True,57,2,ASSIST01,Captive,3247.57,3004.0,146.14,324.76,147.43,390915.5,0.0,0,1.0,1.0,12,False,False,False,0.0833,Recurring,0.0,True
HA00015296,2024-03-04,2024-03,19,48,659,77001,0.16,HO6,2537,1,1,2689,1,39,True,47,2,ASSIST03,Independent,2178.89,2015.47,98.05,326.83,115.37,650800.12,0.0,0,1.0,1.0,12,False,True,True,0.0493,New,0.0,False
HA00015297,2023-03-13,2023-03,18,12,713,33401,0.73,HO3,2511,4,2,1497,1,42,True,46,2,ASSIST01,Independent,2287.68,2116.1,102.95,343.15,118.63,452942.44,12075.12,2,0.4986,0.5,6,True,True,False,0.1771,Recurring,9575.12,True
HA00015298,2023-06-15,2023-06,18,48,1252,75215,0.61,HO3,2500,2,3,2378,3,34,True,40,2,INTRNL06,Captive,2197.61,2032.79,98.89,219.76,115.93,342432.0,0.0,0,0.4986,0.5,6,False,False,False,0.0399,New,0.0,False
HA00015299,2023-07-19,2023-07,7,36,817,10002,0.58,MHO,2537,1,2,2171,3,39,True,32,3,ASSIST03,Captive,2229.93,2062.69,100.35,222.99,116.9,260520.0,0.0,0,1.0,1.0,12,False,True,False,0.1664,Recurring,0.0,False
HA00015300,2025-07-20,2025-07,18,48,654,76101,0.68,HO3,2537,4,2,1476,1,22,False,32,9,INTRNL06,Independent,1969.8,1822.06,88.64,295.47,109.09,585070.98,0.0,0,1.0,1.0,12,False,False,False,0.0493,Existing,0.0,True
HA00015301,2025-12-24,2025-12,19,12,1004,33602,0.09,HO6,2511,1,2,2264,2,35,True,33,9,ASSIST03,Independent,5366.38,4963.9,241.49,804.96,210.99,466767.5,0.0,0,1.0,1.0,12,False,True,True,0.0655,New,0.0,True
HA00015302,2024-05-21,2024-05,7,12,146,33004,0.95,MHO,2500,2,1,800,1,27,True,43,1,INTRNL06,Captive,908.84,840.68,40.9,90.88,77.27,464614.43,5268.2,1,1.0,1.0,12,False,True,False,0.1476,Recurring,4268.2,False
HA00015303,2022-08-01,2022-08,18,48,897,78201,0.21,HO3,2511,1,3,1855,2,35,True,35,10,INTRNL06,Independent,1783.43,1649.67,80.25,267.51,103.5,442742.44,0.0,0,0.4986,0.5,6,False,False,False,0.0223,New,0.0,True
HA00015304,2024-08-06,2024-08,18,48,1340,76102,0.9,HO3,2511,1,3,2353,1,20,False,33,9,ASSIST03,Independent,1839.91,1701.92,82.8,275.99,105.2,175104.0,3334.52,1,1.0,1.0,12,False,True,False,0.1115,Existing,0.0,True
HA00015305,2025-02-01,2025-02,18,48,727,76102,0.34,HO3,2511,1,1,2410,1,17,False,53,5,INTRNL06,Captive,2402.71,2222.51,108.12,240.27,122.08,500797.23,0.0,0,0.4986,0.5,6,False,False,False,0.001,New,0.0,True
HA00015306,2022-07-11,2022-07,18,06,771,91301,0.03,HO3,2500,4,1,1238,1,1,False,51,2,INTRNL06,Direct,1221.16,1129.57,54.95,97.69,86.63,542176.92,0.0,0,1.0,1.0,12,False,False,False,0.0147,New,0.0,True
HA00015307,2025-11-04,2025-11,19,48,1634,78701,0.47,HO6,2537,1,3,3963,1,36,True,21,9,ASSIST01,Captive,6706.61,6203.61,301.8,670.66,251.2,475560.0,0.0,0,1.0,1.0,12,False,True,False,0.1034,Existing,0.0,True
HA00015308,2025-01-09,2025-01,18,12,723,33060,0.67,HO3,2511,1,1,1326,1,21,False,66,2,ASSIST03,Captive,2715.05,2511.42,122.18,271.51,131.45,476564.78,3720.89,1,1.0,1.0,12,False,False,True,0.0482,Existing,0.0,False
HA00015309,2023-12-06,2023-12,18,48,923,76101,0.55,HO3,2511,1,1,1605,1,47,True,45,2,ASSIST03,Independent,2827.26,2615.22,127.23,424.09,134.82,192600.0,15208.84,1,1.0,1.0,12,False,False,False,0.1298,Recurring,10208.84,True
