FULLPOLICY_NB,POLICYEFFECTIVE_DT,ACCOUNTING_MONTH,INSUREDITEM_TP,POLICYRATEDSTATE_TP,RATEDCOUNTY_TP,ZIP,HAZARD_SCORE,INTEGRATEDCOVERAGE_TP,PROPERTYCOVERAGESUBTYPE_TP,CONSTRUCTION_TP,ROOF_TP,DWELLINGSQUAREFEET_CT,DWELLINGSTORY_CT,HOME_AGE_YR,HAS_MORTGAGE,RATEDINSUREDAGE_CT,MERITPOINT_CT,CREDITMODEL_CD,AGENT_CHANNEL,DIRECTWRITTENPREMIUM_AM,EARNEDPREMIUM_AM,TAX_AM,COMMISSION_EXPENSE_AM,ADMIN_EXPENSE_AM,PPCVRGLIMIT_AM,GROSSLOSSPAIO_AM,CLAIMCOUNT_CT,EARNEDEXPOSURE_CT,WRITENEXPOSURE_CT,POLICYTERM_CT,SEASONAL_IN,MULTIPRODUCTDISCOUNT_FLAG,DelequencyFlag,DiscountRate,New_Existing_Recurring_Flag,NETLOSS_PAID_AM,POLICY_RENEWED_FLAG
HA00002805,2024-09-24,2024-09,18,12,689,32801,0.86,HO3,2511,1,3,1771,1,28,True,38,9,INTRNL06,Independent,1799.75,1664.77,80.99,269.96,103.99,345568.66,0.0,0,1.0,1.0,12,False,False,False,0.0519,Existing,0.0,True
HA00002806,2025-02-14,2025-02,18,12,741,32901,0.49,HO3,2537,1,1,2582,1,27,True,29,2,ASSIST03,Independent,4120.49,3811.45,185.42,618.07,173.61,322414.74,0.0,0,1.0,1.0,12,False,False,True,0.122,Recurring,0.0,False
HA00002807,2024-07-15,2024-07,18,48,656,78202,0.63,HO3,2500,1,1,2205,1,54,False,51,1,ASSIST03,Direct,1780.1,1646.59,80.1,142.41,103.4,412116.59,20666.26,1,1.0,1.0,12,False,False,False,0.0332,Existing,18666.26,True
HA00002808,2024-05-17,2024-05,18,06,688,91201,0.22,HO3,2537,1,1,2214,1,26,True,43,5,ASSIST01,Direct,1655.78,1531.6,74.51,132.46,99.67,265680.0,0.0,0,0.4986,0.5,6,False,True,False,0.0831,Existing,0.0,True
HA00002809,2022-01-19,2022-01,20,12,289,33004,0.41,HO2,2537,1,1,1382,2,41,True,42,9,INTRNL06,Captive,1892.76,1750.8,85.17,189.28,106.78,165840.0,0.0,0,1.0,1.0,12,False,False,False,0.02,New,0.0,True
HA00002810,2023-03-08,2023-03,18,12,480,34201,0.51,HO3,2500,4,2,3027,1,24,False,53,9,INTRNL06,Independent,5018.05,4641.7,225.81,752.71,200.54,616881.5,0.0,0,0.4986,0.5,6,False,False,False,0.0173,New,0.0,False
HA00002811,2024-01-10,2024-01,19,48,1502,75063,0.34,HO6,2500,1,1,3209,1,51,False,79,9,INTRNL06,Captive,4485.53,4149.12,201.85,448.55,184.57,437541.18,0.0,0,1.0,1.0,12,False,False,False,0.1101,Recurring,0.0,True
HA00002812,2025-10-05,2025-10,18,36,880,10950,0.26,HO3,2511,2,5,2147,1,90,False,44,2,ASSIST03,Captive,2060.65,1906.1,92.73,206.07,111.82,579315.51,0.0,0,1.0,1.0,12,False,False,False,0.0865,Recurring,0.0,True
HA00002813,2022-07-02,2022-07,18,06,539,94103,0.48,HO3,2511,2,5,1364,2,39,True,45,9,INTRNL06,Independent,1185.88,1096.94,53.36,177.88,85.58,425298.56,0.0,0,0.4986,0.5,6,False,True,False,0.0551,New,0.0,True
HA00002814,2022-04-23,2022-04,18,12,504,33980,0.25,HO3,2500,2,1,2490,2,9,False,46,10,INTRNL06,Independent,3216.64,2975.39,144.75,482.5,146.5,558441.46,0.0,0,0.4986,0.5,6,False,False,False,0.0444,New,0.0,False
HA00002815,2025-04-21,2025-04,19,18,894,62220,0.26,HO6,2500,1,1,2051,1,24,True,32,9,INTRNL06,Captive,3182.75,2944.04,143.22,318.28,145.48,399560.31,0.0,0,1.0,1.0,12,False,True,False,0.0843,New,0.0,True
HA00002816,2023-04-26,2023-04,18,18,385,60601,0.16,HO3,2500,1,1,1572,1,55,False,49,1,ASSIST03,Independent,1077.91,997.07,48.51,161.69,82.34,249332.16,0.0,0,1.0,1.0,12,False,False,False,0.0746,Existing,0.0,False
HA00002817,2025-03-15,2025-03,20,48,1794,75063,0.45,HO2,2500,1,1,1589,1,59,False,36,9,INTRNL06,Direct,2170.54,2007.75,97.67,173.64,115.12,335291.46,0.0,0,1.0,1.0,12,False,True,False,0.1588,Recurring,0.0,True
HA00002818,2024-04-10,2024-04,18,06,1147,90401,0.19,HO3,2511,1,1,2139,3,1,False,51,2,ASSIST03,Independent,2416.21,2234.99,108.73,362.43,122.49,441826.03,20598.89,1,1.0,1.0,12,False,True,True,0.0365,New,19098.89,True
HA00002819,2025-02-10,2025-02,18,48,1874,78201,0.6,HO3,2511,4,1,3905,1,41,True,44,8,INTRNL06,Captive,3456.41,3197.18,155.54,345.64,153.69,2816240.87,0.0,0,1.0,1.0,12,False,False,False,0.0352,New,0.0,True
HA00002820,2024-02-02,2024-02,18,26,278,49001,0.18,HO3,2511,1,5,1978,1,29,False,34,5,ASSIST01,Independent,1452.78,1343.82,65.38,217.92,93.58,521271.65,0.0,0,1.0,1.0,12,False,True,False,0.1089,Recurring,0.0,True
HA00002821,2023-04-21,2023-04,18,48,959,75202,0.26,HO3,2537,6,2,3322,3,22,False,63,9,INTRNL06,Independent,3511.67,3248.29,158.03,526.75,155.35,2048798.92,0.0,0,1.0,1.0,12,False,True,False,0.0632,New,0.0,True
HA00002822,2024-02-02,2024-02,19,26,429,49505,0.25,HO6,2500,1,1,1928,1,70,False,56,2,ASSIST03,Independent,2331.07,2156.24,104.9,349.66,119.93,249481.99,0.0,0,1.0,1.0,12,False,False,True,0.0081,New,0.0,True
HA00002823,2025-08-19,2025-08,18,12,209,33705,0.67,HO3,2511,2,5,2335,1,15,False,21,4,ASSIST01,Direct,3703.23,3425.49,166.65,296.26,161.1,857989.29,0.0,0,1.0,1.0,12,False,False,False,0.0571,Existing,0.0,True
HA00002824,2024-08-28,2024-08,19,48,960,75201,0.04,HO6,2537,2,3,1171,2,30,True,53,2,ASSIST03,Independent,1127.52,1042.96,50.74,169.13,83.83,181654.15,0.0,0,1.0,1.0,12,False,False,False,0.0075,New,0.0,False
HA00002825,2024-10-16,2024-10,18,36,1797,10304,0.04,HO3,2500,6,3,2865,1,39,True,38,9,INTRNL06,Direct,4572.41,4229.48,205.76,365.79,187.17,1191002.38,0.0,0,1.0,1.0,12,False,True,False,0.1694,Recurring,0.0,True
HA00002826,2025-02-15,2025-02,19,36,630,10019,0.0,HO6,2511,1,2,2442,1,48,False,47,2,ASSIST03,Independent,1774.53,1641.44,79.85,266.18,103.24,465339.51,0.0,0,1.0,1.0,12,False,False,False,0.0708,Existing,0.0,True
HA00002827,2022-06-10,2022-06,18,36,372,11354,0.11,HO3,2511,6,2,1435,1,21,False,46,9,INTRNL06,Independent,2224.38,2057.55,100.1,333.66,116.73,979447.95,0.0,0,1.0,1.0,12,False,True,False,0.0373,New,0.0,True
HA00002828,2023-02-05,2023-02,19,18,536,60201,0.14,HO6,2511,1,1,2242,1,28,True,57,2,ASSIST03,Direct,1957.55,1810.73,88.09,156.6,108.73,415388.49,4403.5,1,0.4986,0.5,6,False,False,False,0.0239,New,2903.5,True
HA00002829,2022-07-17,2022-07,7,06,1029,91201,0.41,MHO,2500,1,1,3424,2,6,True,34,10,INTRNL06,Independent,1478.89,1367.97,66.55,221.83,94.37,502796.6,0.0,0,1.0,1.0,12,False,True,False,0.0651,New,0.0,True
HA00002830,2025-07-07,2025-07,18,06,1521,90401,0.5,HO3,2500,2,1,1271,1,36,True,60,9,INTRNL06,Captive,1629.41,1507.2,73.32,162.94,98.88,296538.15,0.0,0,1.0,1.0,12,False,False,False,0.0412,Existing,0.0,False
HA00002831,2023-10-22,2023-10,18,48,1646,78201,0.65,HO3,2511,1,2,2896,1,1,False,80,2,ASSIST03,Captive,2421.53,2239.92,108.97,242.15,122.65,565049.29,0.0,0,1.0,1.0,12,False,False,True,0.0816,Recurring,0.0,True
HA00002832,2024-12-06,2024-12,18,48,729,77001,0.76,HO3,2500,1,5,875,1,57,True,41,3,ASSIST03,Independent,998.49,923.6,44.93,149.77,79.95,230991.38,0.0,0,1.0,1.0,12,False,False,False,0.019,New,0.0,True
HA00002833,2023-02-03,2023-02,18,48,587,78201,0.7,HO3,2500,1,1,846,3,24,True,40,10,INTRNL06,Independent,1375.7,1272.52,61.91,206.36,91.27,209235.99,0.0,0,1.0,1.0,12,False,True,False,0.0807,Existing,0.0,True
HA00002834,2022-03-19,2022-03,20,06,1428,95814,0.69,HO2,2511,2,3,1812,2,9,True,24,2,ASSIST03,Independent,3216.58,2975.34,144.75,482.49,146.5,466213.11,6321.06,1,1.0,1.0,12,True,True,False,0.1062,Existing,4821.06,True
HA00002835,2022-05-04,2022-05,18,48,1945,76101,0.58,HO3,2500,6,1,2613,1,53,False,42,9,INTRNL06,Independent,3853.83,3564.79,173.42,578.07,165.61,1172202.8,0.0,0,1.0,1.0,12,False,False,False,0.0652,Existing,0.0,True
HA00002836,2022-03-16,2022-03,7,12,490,33301,0.44,MHO,2511,6,2,2188,1,49,True,49,3,ASSIST03,Independent,2601.66,2406.54,117.07,390.25,128.05,1268467.29,2141.06,1,1.0,1.0,12,False,False,False,0.0621,Existing,641.06,True
HA00002837,2022-05-17,2022-05,19,12,245,33301,0.59,HO6,2511,1,1,2627,3,43,True,37,9,INTRNL06,Captive,4807.72,4447.14,216.35,480.77,194.23,586602.64,0.0,0,0.4986,0.5,6,False,False,False,0.1347,Recurring,0.0,True
HA00002838,2023-08-25,2023-08,18,18,1028,60901,0.03,HO3,2511,6,2,2141,2,23,False,39,8,INTRNL06,Independent,1622.84,1501.13,73.03,243.43,98.69,1470653.31,0.0,0,1.0,1.0,12,False,False,False,0.1247,Recurring,0.0,True
HA00002839,2025-11-24,2025-11,18,12,622,33060,0.25,HO3,2537,1,1,2475,1,27,True,45,10,INTRNL06,Captive,3188.4,2949.27,143.48,318.84,145.65,400930.52,0.0,0,0.4986,0.5,6,False,True,False,0.0592,Existing,0.0,True
HA00002840,2024-04-16,2024-04,18,12,1612,33004,0.48,HO3,2511,1,1,1741,2,40,False,53,9,INTRNL06,Independent,2489.95,2303.2,112.05,373.49,124.7,343131.16,0.0,0,1.0,1.0,12,False,True,False,0.1895,Recurring,0.0,True
HA00002841,2023-05-15,2023-05,7,48,1812,78701,0.22,MHO,2500,4,1,3376,1,41,False,61,2,ASSIST03,Independent,2208.66,2043.01,99.39,331.3,116.26,1024632.26,5186.88,1,0.4986,0.5,6,False,False,False,0.0595,Existing,3186.88,True
HA00002842,2022-05-18,2022-05,18,12,1079,33458,0.6,HO3,2511,1,5,2317,1,19,True,58,9,INTRNL06,Captive,2574.13,2381.07,115.84,257.41,127.22,377142.77,0.0,0,1.0,1.0,12,False,False,False,0.0309,New,0.0,True
HA00002843,2022-02-19,2022-02,18,48,845,78201,0.54,HO3,2500,1,1,2716,2,50,True,29,1,ASSIST03,Captive,2547.97,2356.87,114.66,254.8,126.44,495399.69,0.0,0,1.0,1.0,12,False,True,False,0.0399,New,0.0,True
HA00002844,2024-08-30,2024-08,18,12,1098,32003,0.85,HO3,2500,6,1,2302,2,4,True,36,1,ASSIST03,Independent,5231.84,4839.45,235.43,784.78,206.96,762357.09,0.0,0,1.0,1.0,12,False,False,False,0.0783,Existing,0.0,True
HA00002845,2022-09-11,2022-09,7,12,1437,33705,0.44,MHO,2511,2,1,1869,1,29,True,52,9,INTRNL06,Independent,1525.53,1411.12,68.65,228.83,95.77,471038.94,0.0,0,0.4986,0.5,6,False,False,False,0.0311,New,0.0,True
HA00002846,2023-12-11,2023-12,7,36,666,11901,0.27,MHO,2500,1,5,1497,1,13,False,53,2,ASSIST03,Independent,784.09,725.28,35.28,117.61,73.52,186741.85,0.0,0,0.4986,0.5,6,False,False,False,0.0049,New,0.0,True
HA00002847,2023-07-17,2023-07,18,36,461,13202,0.12,HO3,2511,4,1,1707,2,1,True,21,2,ASSIST03,Independent,3204.87,2964.5,144.22,480.73,146.15,366702.83,0.0,0,0.4986,0.5,6,False,True,False,0.0599,Existing,0.0,False
HA00002848,2024-01-27,2024-01,18,12,1685,33060,0.8,HO3,2500,1,1,2508,2,19,True,65,9,INTRNL06,Captive,2451.57,2267.7,110.32,245.16,123.55,329971.67,0.0,0,0.4986,0.5,6,False,False,False,0.0057,New,0.0,True
HA00002849,2025-12-20,2025-12,18,06,1822,93001,0.63,HO3,2511,1,3,3139,1,10,True,44,10,INTRNL06,Captive,3303.01,3055.28,148.64,330.3,149.09,698674.64,0.0,0,1.0,1.0,12,False,False,False,0.0442,Existing,0.0,True
HA00002850,2023-07-01,2023-07,18,06,626,91101,0.54,HO3,2500,4,1,1455,1,2,False,75,8,INTRNL06,Independent,1547.48,1431.42,69.64,232.12,96.42,506897.34,0.0,0,1.0,1.0,12,False,True,False,0.0999,Existing,0.0,True
HA00002851,2025-08-18,2025-08,18,06,1478,95008,0.75,HO3,2537,4,1,2068,1,38,True,51,5,ASSIST01,Captive,3562.35,3295.17,160.31,356.24,156.87,515434.43,0.0,0,1.0,1.0,12,False,True,False,0.0436,New,0.0,True
HA00002852,2024-07-10,2024-07,18,48,999,79901,0.73,HO3,2500,1,1,1486,2,22,True,28,8,INTRNL06,Independent,1050.16,971.4,47.26,157.52,81.5,266561.66,0.0,0,0.4986,0.5,6,False,False,False,0.0268,New,0.0,True
HA00002853,2023-08-04,2023-08,18,12,1033,32084,0.88,HO3,2511,1,1,3178,2,33,True,32,9,INTRNL06,Captive,4028.01,3725.91,181.26,402.8,170.84,685451.56,0.0,0,0.4986,0.5,6,False,False,False,0.0626,Existing,0.0,True
HA00002854,2025-10-04,2025-10,19,06,1244,92101,0.31,HO6,2511,1,2,1944,2,42,False,39,10,INTRNL06,Captive,1594.35,1474.77,71.75,159.44,97.83,469714.24,0.0,0,1.0,1.0,12,False,False,False,0.1364,Recurring,0.0,False
HA00002855,2022-02-18,2022-02,18,48,1315,77380,0.32,HO3,2511,1,1,1810,1,23,False,37,10,INTRNL06,Independent,1333.81,1233.77,60.02,200.07,90.01,334403.03,0.0,0,1.0,1.0,12,False,False,False,0.0398,Existing,0.0,False
HA00002856,2024-07-05,2024-07,18,12,1862,33156,0.76,HO3,2500,1,3,2574,1,16,False,56,10,INTRNL06,Independent,3386.74,3132.73,152.4,508.01,151.6,480401.56,0.0,0,1.0,1.0,12,False,False,False,0.0389,Existing,0.0,True
HA00002857,2025-01-02,2025-01,18,48,273,75215,0.29,HO3,2511,2,3,800,1,30,True,44,5,ASSIST01,Independent,1234.53,1141.94,55.55,185.18,87.04,165809.95,0.0,0,1.0,1.0,12,True,False,False,0.0442,New,0.0,True
HA00002858,2023-12-05,2023-12,18,36,1226,10007,0.12,HO3,2511,1,1,2995,1,22,True,54,9,INTRNL06,Direct,2970.48,2747.69,133.67,237.64,139.11,379367.5,0.0,0,1.0,1.0,12,False,False,False,0.026,New,0.0,False
HA00002859,2022-09-18,2022-09,19,48,1487,77494,0.42,HO6,2511,1,1,1942,1,36,True,44,2,ASSIST03,Independent,1332.22,1232.3,59.95,199.83,89.97,328942.89,0.0,0,0.4986,0.5,6,False,False,True,0.0729,Existing,0.0,True
HA00002860,2022-12-22,2022-12,7,48,1506,77494,0.67,MHO,2511,4,2,2841,1,31,False,52,10,INTRNL06,Independent,2592.98,2398.51,116.68,388.95,127.79,1214255.03,0.0,0,1.0,1.0,12,False,False,False,0.0456,Existing,0.0,True
HA00002861,2025-07-07,2025-07,19,36,481,11201,0.05,HO6,2500,4,1,2232,2,29,True,54,9,INTRNL06,Independent,4115.13,3806.5,185.18,617.27,173.45,668909.61,0.0,0,0.4986,0.5,6,False,True,False,0.0493,New,0.0,True
HA00002862,2023-09-30,2023-09,7,18,1934,60637,0.04,MHO,2537,4,2,2000,1,29,True,41,4,ASSIST01,Captive,2042.12,1888.96,91.9,204.21,111.26,481872.17,0.0,0,1.0,1.0,12,False,False,False,0.0262,New,0.0,True
HA00002863,2024-01-13,2024-01,18,48,1186,76102,0.81,HO3,2511,1,5,2582,1,42,True,37,9,INTRNL06,Independent,3096.62,2864.37,139.35,464.49,142.9,463210.11,0.0,0,0.4986,0.5,6,False,True,False,0.0974,Existing,0.0,True
HA00002864,2025-08-11,2025-08,7,48,319,77002,0.32,MHO,2511,1,2,1463,3,33,False,62,9,INTRNL06,Independent,952.12,880.71,42.85,142.82,78.56,355669.98,0.0,0,1.0,1.0,12,False,True,False,0.0984,Existing,0.0,True
HA00002865,2024-10-06,2024-10,20,06,1033,90001,0.36,HO2,2500,1,5,2831,1,42,False,42,10,INTRNL06,Independent,4123.89,3814.6,185.58,618.58,173.72,573882.05,0.0,0,1.0,1.0,12,False,True,False,0.0741,New,0.0,True
HA00002866,2024-07-19,2024-07,20,12,1851,33301,0.21,HO2,2500,1,3,2709,1,37,False,39,1,ASSIST03,Independent,3197.96,2958.11,143.91,479.69,145.94,405388.61,0.0,0,1.0,1.0,12,False,False,False,0.0425,Existing,0.0,True
HA00002867,2023-10-03,2023-10,7,06,745,90210,0.53,MHO,2511,2,1,1484,2,28,True,39,9,INTRNL06,Captive,721.11,667.03,32.45,72.11,71.63,375821.76,0.0,0,0.4986,0.5,6,False,False,False,0.0136,New,0.0,False
HA00002868,2024-03-02,2024-03,18,36,1665,14201,0.69,HO3,2511,2,2,2172,2,20,True,38,9,INTRNL06,Captive,1774.04,1640.99,79.83,177.4,103.22,725235.05,0.0,0,1.0,1.0,12,False,False,False,0.0976,Recurring,0.0,True
HA00002869,2025-08-29,2025-08,18,48,453,76102,0.24,HO3,2511,1,1,1880,2,15,False,66,10,INTRNL06,Independent,1934.17,1789.11,87.04,290.13,108.03,379466.41,0.0,0,1.0,1.0,12,False,False,False,0.0341,Existing,0.0,True
HA00002870,2023-09-04,2023-09,18,12,476,33060,0.18,HO3,2511,6,5,1470,2,23,True,45,2,ASSIST03,Independent,1365.9,1263.46,61.47,204.89,90.98,799724.29,0.0,0,0.4986,0.5,6,False,True,True,0.0591,Existing,0.0,False
HA00002871,2024-03-19,2024-03,18,12,1832,32205,0.12,HO3,2511,1,1,2589,2,38,True,51,2,ASSIST03,Captive,3557.25,3290.46,160.08,355.72,156.72,408150.17,0.0,0,1.0,1.0,12,False,False,False,0.011,New,0.0,True
HA00002872,2025-04-20,2025-04,18,06,1390,90802,0.59,HO3,2537,1,2,2105,3,7,True,34,9,INTRNL06,Independent,2450.74,2266.93,110.28,367.61,123.52,371609.63,0.0,0,1.0,1.0,12,False,False,False,0.04,New,0.0,False
HA00002873,2023-11-17,2023-11,7,12,1964,33701,0.68,MHO,2511,4,1,2981,1,28,True,41,2,ASSIST03,Direct,3379.99,3126.49,152.1,270.4,151.4,853128.25,5906.52,1,1.0,1.0,12,False,True,True,0.1151,Existing,4406.52,True
HA00002874,2025-10-19,2025-10,19,48,1520,75215,0.86,HO6,2511,4,5,1846,1,34,False,44,2,ASSIST03,Captive,3070.26,2839.99,138.16,307.03,142.11,823595.33,0.0,0,0.4986,0.5,6,False,False,False,0.0459,Existing,0.0,True
HA00002875,2022-07-07,2022-07,18,48,1311,77001,0.11,HO3,2511,1,2,800,1,1,True,35,9,INTRNL06,Independent,726.21,671.74,32.68,108.93,71.79,142195.01,0.0,0,0.4986,0.5,6,False,False,False,0.0081,New,0.0,True
HA00002876,2024-09-11,2024-09,18,12,1268,33139,0.43,HO3,2511,1,1,1757,1,50,False,46,2,ASSIST03,Captive,2569.02,2376.34,115.61,256.9,127.07,302275.66,0.0,0,0.4986,0.5,6,False,False,False,0.0046,New,0.0,True
HA00002877,2023-07-02,2023-07,18,48,602,75202,0.58,HO3,2511,1,1,2515,1,28,False,52,1,ASSIST03,Independent,3041.65,2813.53,136.87,456.25,141.25,573151.7,0.0,0,1.0,1.0,12,False,False,False,0.0705,Existing,0.0,True
HA00002878,2023-12-26,2023-12,18,48,1486,75202,0.67,HO3,2511,1,3,2430,2,40,True,33,2,ASSIST03,Independent,3152.52,2916.08,141.86,472.88,144.58,423390.21,10263.39,1,1.0,1.0,12,False,False,False,0.0182,New,8763.39,False
HA00002879,2024-07-14,2024-07,18,06,1818,90210,0.4,HO3,2537,4,1,2778,1,53,True,34,9,INTRNL06,Independent,3466.38,3206.4,155.99,519.96,153.99,1197297.51,0.0,0,1.0,1.0,12,False,False,False,0.0606,Existing,0.0,True
HA00002880,2025-12-02,2025-12,18,12,1499,33701,0.13,HO3,2500,1,1,1447,1,32,False,59,6,ASSIST01,Independent,2077.82,1921.98,93.5,311.67,112.33,197853.36,0.0,0,1.0,1.0,12,False,False,False,0.0422,Existing,0.0,True
HA00002881,2024-05-25,2024-05,20,12,1771,33980,0.43,HO2,2511,2,1,2124,2,46,False,46,9,INTRNL06,Independent,3233.88,2991.34,145.52,485.08,147.02,543433.73,0.0,0,1.0,1.0,12,False,True,False,0.0638,Existing,0.0,True
HA00002882,2023-09-10,2023-09,18,36,214,10583,0.26,HO3,2537,1,1,2503,3,39,True,48,9,INTRNL06,Independent,2682.09,2480.93,120.69,402.31,130.46,300360.0,0.0,0,1.0,1.0,12,False,False,False,0.0432,New,0.0,False
HA00002883,2023-02-18,2023-02,18,06,1854,90001,0.58,HO3,2537,1,1,2565,3,15,True,53,9,INTRNL06,Independent,2332.54,2157.6,104.96,349.88,119.98,377306.92,0.0,0,1.0,1.0,12,False,True,False,0.0505,New,0.0,True
HA00002884,2025-09-27,2025-09,18,36,741,14604,0.14,HO3,2511,6,1,4503,1,30,True,21,9,INTRNL06,Captive,6410.41,5929.63,288.47,641.04,242.31,2027706.63,0.0,0,0.4986,0.5,6,False,False,False,0.0552,Existing,0.0,False
HA00002885,2025-05-28,2025-05,7,12,1526,33139,0.91,MHO,2511,2,1,800,1,36,True,30,5,ASSIST01,Independent,623.69,576.91,28.07,93.55,68.71,217601.44,0.0,0,1.0,1.0,12,False,True,False,0.0705,Existing,0.0,True
HA00002886,2024-06-21,2024-06,18,12,1630,33705,0.32,HO3,2537,1,1,1990,2,36,False,56,5,ASSIST01,Independent,3544.85,3278.99,159.52,531.73,156.35,380824.63,0.0,0,1.0,1.0,12,False,False,False,0.0415,New,0.0,True
HA00002887,2022-06-12,2022-06,19,06,1866,90802,0.79,HO6,2511,1,1,1109,2,9,False,46,3,ASSIST01,Captive,1356.65,1254.9,61.05,135.67,90.7,218744.26,4533.88,2,1.0,1.0,12,False,True,False,0.0787,Existing,3533.88,True
HA00002888,2025-05-28,2025-05,18,18,322,60626,0.0,HO3,2500,1,2,2564,2,17,False,47,8,INTRNL06,Captive,2074.65,1919.05,93.36,207.47,112.24,585288.23,0.0,0,0.4986,0.5,6,False,False,False,0.0243,New,0.0,True
HA00002889,2022-09-27,2022-09,18,18,1942,60901,0.06,HO3,2500,1,5,1533,2,40,True,38,8,INTRNL06,Independent,900.7,833.15,40.53,135.1,77.02,203791.37,0.0,0,1.0,1.0,12,False,True,False,0.0851,Existing,0.0,True
HA00002890,2023-09-24,2023-09,18,36,1950,11901,0.02,HO3,2500,4,1,2558,1,1,True,61,2,ASSIST03,Independent,2145.25,1984.36,96.54,321.79,114.36,1099476.78,961.96,1,1.0,1.0,12,False,False,True,0.0064,New,0.0,True
HA00002891,2024-06-24,2024-06,18,12,1102,32003,0.83,HO3,2511,2,1,2096,2,37,False,51,9,INTRNL06,Independent,3328.41,3078.78,149.78,499.26,149.85,402661.63,0.0,0,1.0,1.0,12,True,False,False,0.0668,Existing,0.0,True
HA00002892,2025-11-24,2025-11,7,36,633,13202,0.56,MHO,2511,1,1,1227,1,61,True,51,5,ASSIST01,Independent,942.98,872.26,42.43,141.45,78.29,220779.16,0.0,0,0.4986,0.5,6,False,True,False,0.1749,Recurring,0.0,True
HA00002893,2025-04-20,2025-04,20,18,607,61101,0.23,HO2,2500,1,1,2972,1,63,True,42,9,INTRNL06,Captive,4227.76,3910.68,190.25,422.78,176.83,543661.69,0.0,0,1.0,1.0,12,False,False,False,0.0224,New,0.0,False
HA00002894,2022-07-24,2022-07,18,12,750,33458,0.76,HO3,2500,4,3,2452,1,28,True,42,9,INTRNL06,Direct,2867.85,2652.76,129.05,229.43,136.04,464915.15,0.0,0,1.0,1.0,12,False,True,False,0.0755,Existing,0.0,True
HA00002895,2023-08-05,2023-08,19,48,1585,78201,0.68,HO6,2511,2,3,1528,1,52,True,47,10,INTRNL06,Independent,1984.18,1835.37,89.29,297.63,109.53,315067.7,0.0,0,1.0,1.0,12,True,True,False,0.1617,Recurring,0.0,True
HA00002896,2024-04-20,2024-04,18,48,115,77845,0.34,HO3,2511,4,1,2723,3,21,False,49,10,INTRNL06,Direct,2308.46,2135.33,103.88,184.68,119.25,1486453.06,0.0,0,1.0,1.0,12,False,False,False,0.0705,Existing,0.0,True
HA00002897,2025-06-05,2025-06,18,12,1601,33125,0.65,HO3,2500,2,3,2238,2,36,False,50,9,INTRNL06,Independent,4914.28,4545.71,221.14,737.14,197.43,570419.38,2339.32,1,1.0,1.0,12,False,False,False,0.1091,Recurring,1339.32,True
HA00002898,2023-08-19,2023-08,18,48,453,78702,0.09,HO3,2500,1,1,2104,1,63,False,44,9,INTRNL06,Captive,1971.19,1823.35,88.7,197.12,109.14,415310.86,0.0,0,0.4986,0.5,6,True,True,False,0.0787,Existing,0.0,True
HA00002899,2022-09-07,2022-09,18,18,1369,60647,0.47,HO3,2511,1,5,1463,1,53,True,56,5,ASSIST01,Independent,808.23,747.61,36.37,121.23,74.25,242674.62,0.0,0,1.0,1.0,12,False,True,False,0.072,Existing,0.0,True
HA00002900,2024-05-24,2024-05,20,18,579,60201,0.25,HO2,2500,1,3,1153,2,54,True,53,9,INTRNL06,Captive,1250.2,1156.44,56.26,125.02,87.51,194031.6,0.0,0,1.0,1.0,12,True,True,False,0.068,Existing,0.0,True
HA00002901,2022-07-15,2022-07,18,26,1241,48640,0.12,HO3,2537,4,2,1577,1,2,True,55,8,INTRNL06,Captive,1265.12,1170.24,56.93,126.51,87.95,591926.47,0.0,0,1.0,1.0,12,False,False,False,0.0053,New,0.0,False
HA00002902,2023-11-21,2023-11,18,48,1286,76102,0.49,HO3,2500,1,3,1902,2,44,False,49,9,INTRNL06,Independent,2486.39,2299.91,111.89,372.96,124.59,259674.3,0.0,0,0.4986,0.5,6,False,False,False,0.0955,Recurring,0.0,True
HA00002903,2024-12-29,2024-12,18,48,1479,75215,0.34,HO3,2511,1,1,1518,1,13,False,61,9,INTRNL06,Independent,1341.44,1240.83,60.36,201.22,90.24,437692.81,0.0,0,0.4986,0.5,6,False,False,False,0.0053,New,0.0,True
HA00002904,2023-10-01,2023-10,19,06,1469,90210,0.68,HO6,2500,1,3,1214,1,55,False,63,10,INTRNL06,Independent,1286.09,1189.63,57.87,192.91,88.58,217455.62,0.0,0,1.0,1.0,12,False,True,False,0.0402,New,0.0,True
HA00002905,2025-11-23,2025-11,19,48,303,75215,0.1,HO6,2500,1,1,1968,1,48,True,30,9,INTRNL06,Direct,1215.01,1123.88,54.68,97.2,86.45,347090.75,0.0,0,1.0,1.0,12,False,False,False,0.0579,Existing,0.0,False
HA00002906,2023-11-03,2023-11,19,12,1496,33629,0.52,HO6,2511,1,1,2745,2,35,False,52,2,ASSIST03,Independent,1823.02,1686.29,82.04,273.45,104.69,451892.58,0.0,0,0.4986,0.5,6,False,True,True,0.0976,Existing,0.0,False
HA00002907,2025-05-11,2025-05,18,06,1771,93311,0.7,HO3,2500,1,1,1983,3,47,False,62,9,INTRNL06,Direct,2686.15,2484.69,120.88,214.89,130.58,294531.94,0.0,0,0.4986,0.5,6,False,False,False,0.0993,Recurring,0.0,True
